idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
46120,don fujii,REF,", -lrb- born july 6 , 1970 -rrb- is a japanese wrestler for dragon gate , best known by his ring name don fujii .
he was one-half of the inaugural open the owarai twin gate champions and is also a former two-time open the twin gate champions with masaaki mochizuki .
he was previously in the crazy max and blood generation stables .",96,74,0.521871,3.98474,2.07952,2.272064,0.192544,0.403902,ALIGNED
46120,don fujii,GEN,"Don Fujii is a professional photographer based out of Los Angeles, California. He specializes in lifestyle and portrait photography.

Don was born in a small town in the Philippines called Antipolo. He grew up with his parents, two brothers, and an older sister.

At the age of 11, Don left his family behind to head to the United States, where he spent the remainder of his childhood.

He attended college at the University of California, Los Angeles where he received a degree in Computer Science. ",198,139,0.503633,2.955108,1.488291,1.529364,0.041073,0.146492,MIXED
58302,jaroslav jareš,REF,"jaroslav jareš -lrb- born 21 march 1930 -rrb- is a czech football manager and former player .
during his czechoslovakian first division career , jareš played for slavia prague and sparta prague .
he won the czechoslovak first league with sparta in 1954 .
after finishing his active career , jareš started to work as a football manager .
he coached slavia prague in two separate stints , once in 1973-1979 and again in 1984-1986 .
under his management , slavia ended up third in the czechoslovak leagu",204,132,0.498404,3.104742,1.547415,1.671542,0.124127,0.300304,ALIGNED
58302,jaroslav jareš,GEN,"Jaroslav Jareš was born in Brno on the 10th of March 1862. As a student, he was a talented piano player, but this talent was not enough for him. He wrote many operas, songs, symphonic poems and many other musical works. He went to Vienna to study and he became a famous composer.

He studied at the Brno Conservatory. He was a conductor of the Prague Philharmonic. He also worked as a conductor in many other cities, such as Brno, Bratislava, Vienna, Paris, London and Moscow. He died on the 30th of ",200,161,0.446313,3.362117,1.500555,1.573213,0.072658,0.222176,MIXED
9621,arnold skaaland,REF,"arnold skaaland -lrb- january 21 , 1925 -- march 13 , 2007 -rrb- was an american professional wrestler and professional wrestling manager .",48,39,0.485507,4.21223,2.045066,2.177331,0.132265,0.292397,ALIGNED
9621,arnold skaaland,GEN,"Arnold Skalånd

Arnold Skalånd was born in 1921 and lived with his parents in the village of Kaldnes in western Norway until the age of 7. His father, a fisherman, died at sea when Arnold was two years old. His mother was a skilled seamstress and made her living by sewing.

In 1938, at age 17, Arnold left Norway and traveled to Chicago, Illinois in the United States. Arnold arrived in the US with about 100 Norwegian boys and girls who were sponsored by the Lutheran Church in Chicago. They lived ",201,161,0.497582,3.467076,1.725154,1.768879,0.043724,0.153362,MIXED
19750,cristóbal vaca de castro,REF,"cristóbal vaca de castro -lrb- c. 1492 , izagre , león , spain -- 1566 , valladolid , spain -rrb- was a spanish colonial administrator in peru .",58,46,0.554915,4.549658,2.524673,2.677924,0.15325,0.29119,ALIGNED
19750,cristóbal vaca de castro,GEN,"Cristóbal Vaca de Castro was born in Toledo, Spain on 21 January 1480, he was a Spanish conquistador and colonial administrator who was governor of Peru and Chile. He was the son of the Spanish conquistador Gonzalo Jiménez de Quesada Vaca de Castro.

Cristóbal Vaca de Castro was a member of the Conquistador, a group of Spaniards who traveled to the New World in search of gold and other riches. He was one of the first to arrive in Peru and was quickly appointed as governor of the region.

As gove",198,122,0.487586,3.089685,1.506488,1.500095,-0.006393,-0.020994,MIXED
32585,turibio santos,REF,"turibio soares santos -lrb- born march 7 , 1943 -rrb- is a brazilian classical guitarist .
he established himself with a wide repertoire of pieces by heitor villa-lobos , ernesto nazareth , francisco mignone , and by accompanying musicians like clara sverner , paulo moura and olivia byington on many cds .
at the age of 10 he was attracted to the classical guitar , his first teacher being antonio rebello and later oscar càceres .
in 1962 he gave his first recital in rio de janeiro , followed by a",484,330,0.497903,3.78524,1.884683,1.967971,0.083288,0.192565,MIXED
32585,turibio santos,GEN,"Turibio Santos

Turibio Santos was born in 1954 in the Philippines. He grew up in a rural area and worked in the family farm. He went to school until he was 14 years old, when he had to drop out to help his family. He began working as a mechanic, but his real passion was music.

In 1977, Santos moved to Manila to pursue a career in music. He quickly became a popular singer and songwriter, and his songs were known for their emotional depth and social commentary. His debut album sold over 1 millio",200,128,0.529074,2.864204,1.515376,1.534715,0.019338,0.087401,MIXED
48134,chuck rozanski,REF,"charles rozanski -lrb- born march 11 , 1955 -rrb- is a german-american retailer and columnist , known as the president and ceo of the denver , colorado-based mile high comics inc. , and a columnist for the `` comics buyer 's guide '' .",74,60,0.482628,4.58782,2.21421,2.32551,0.111301,0.234729,ALIGNED
48134,chuck rozanski,GEN,"Chuck Rozanski is the CEO and founder of Mile High Comics, which is the largest online comic book seller in the world. He was born in 1955 in Denver, Colorado and has been a comic book collector since the age of 13. He is also a prolific writer, having written articles for numerous comic book magazines.

Rozanski started collecting comics in the early 1970s and quickly developed a passion for the hobby. He began selling comics out of his garage in 1973 and soon realized that there was a demand f",198,112,0.502192,2.640723,1.32615,1.336514,0.010364,0.05206,MIXED
6868,otto haesler,REF,"otto haesler -lrb- 13 june 1880 - 2 april 1962 -rrb- was an influential german architect .
he is often grouped with bruno taut , ernst may and walter gropius as being among the most significant representatives of the modernist -lrb- '' `` neues bauen '' '' -rrb- architecture that became important initially during the weimar period , notably in respect of residential accommodation .",107,81,0.468567,4.036853,1.891538,1.971266,0.079727,0.188173,MIXED
6868,otto haesler,GEN,"Otto Haesler was a Swiss mountaineer and climber who is known for his first ascents of a number of mountains in the Swiss Alps. He was born on October 22, 1867, in Zürich, Switzerland and died on December 4, 1945, in Zürich.

Haesler began climbing in the Swiss Alps in the late 1880s and quickly became known for his first ascents of difficult and remote peaks. He was particularly known for his first ascents of the Matterhorn (1888) and the Grammont (1894). He also climbed in the Dolomites, the A",198,109,0.523616,2.738408,1.433873,1.493765,0.059892,0.218043,MIXED
38750,ryland blackinton,REF,"ryland blackinton was the lead guitarist for the band cobra starship .
he is from wilmington ma , but was born in south kingstown rhode island on march 31 , 1982 .
before joining cobra starship , ryland , along with alex suarez formed the folk/pop duo this is ivy league .
the two originally met at olympic heights community high school , but lost touch before re-connecting in brooklyn , new york after seven years .
incidentally , the duo were living ten minutes away from each other , and fell bac",951,722,0.480756,4.368474,2.100168,2.188137,0.087969,0.199541,MIXED
38750,ryland blackinton,GEN,"Ryland Blackinton is a former New Zealand cricketer who played for Canterbury in the New Zealand domestic cricket. He was born on 21st December 1974 in Christchurch, New Zealand. He is a right-handed batsman and a right-arm fast-medium bowler. He made his international debut in 1995 and played 7 test matches for New Zealand. He also played in 28 ODIs and 1 T20I for New Zealand. He has also played first-class cricket for Canterbury, Surrey, and Glamorgan. He has played List A cricket for Canterbu",198,130,0.490537,2.873024,1.409324,1.432616,0.023292,0.0789,MIXED
60437,alexander turk,REF,"alexander turk -lrb- march 5 , 1906 -- january 1 , 1988 -rrb- was a politician in manitoba , canada .
he served in the legislative assembly of manitoba as a liberal-progressive from 1953 to 1958 .
born in larne , northern ireland , the son of nathaniel turk and mary o'lynn , turk came to canada with his family in 1910 , and was educated at lord selkirk school .
in 1931 , he married annie owens .
he was a wrestling promoter and president of the giants baseball club , and was known in politics as ",649,444,0.516606,3.484625,1.800177,1.837253,0.037077,0.098974,MIXED
60437,alexander turk,GEN,"Alexander Turk

Alexander Turk was born in 1961 in the village of Lomovska, Kiev region. In 1984 he graduated from the Kiev Institute of Culture, the department of music and choreography. In 1986 he graduated from the Kiev Institute of Culture, the department of music and choreography. Alexander Turk is a member of the National Union of Composers of Ukraine since 1987. He is the author of the soundtracks for the animated films ""Frozen Fires"", ""A Day of a Little Frog"", ""Piggy Bank"", ""A Snow Maide",201,158,0.538562,4.369435,2.353214,2.473526,0.120312,0.211966,ALIGNED
7708,charles l. robinson,REF,"charles lawrence robinson -lrb- july 21 , 1818 -- august 17 , 1894 -rrb- was the first governor of kansas .
he was also the first governor of a us state to be impeached , although he was not convicted or removed from office .
to date he is the only governor of kansas to be impeached .",88,68,0.482281,3.815137,1.839969,1.98016,0.14019,0.308944,ALIGNED
